diseased_trees, PerceptronVoted, [Train=500, Validation=500]
Ephocs, Accurancy, Time
1, 94.4, 0.703134298324585
3, 94.4, 2.015655040740967
4, 94.4, 2.703148365020752
7, 94.4, 4.703212022781372
10, 94.4, 6.734458923339844
14, 94.4, 9.531391143798828
18, 94.4, 12.140825510025024
20, 94.4, 13.562703371047974
25, 94.4, 16.968984842300415
30, 94.4, 20.609683990478516
50, 94.4, 34.25051403045654
70, 94.4, 49.42261624336243
90, 94.4, 69.53228902816772
100, 94.4, 74.86051273345947
