htru_2, PerceptronVoted, [Train=500, Validation=500]
Ephocs, Accurancy, Time
1, 92.8, 0.7187607288360596
3, 92.8, 2.53127121925354
4, 92.8, 2.8125600814819336
7, 92.8, 5.562562942504883
10, 92.8, 7.609508037567139
14, 92.8, 9.968880891799927
18, 92.8, 12.718941926956177
20, 92.8, 15.281495809555054
25, 92.8, 17.328365087509155
30, 92.8, 20.640953302383423
50, 92.8, 37.641188859939575
70, 92.8, 48.57886528968811
90, 92.8, 62.1571626663208
100, 92.8, 74.03235816955566
